Time,CPU_util,Mem_util,Net_util,Disk_util
0,0.6,5.1,0.02,0.02
1,0.7,5.2,0.01,0.0
2,1.0,5.3,0.02,0.0
3,0.7,5.4,0.02,0.24
4,4.2,5.5,254.98,0.0
5,5.3,5.6,335.42,0.0
6,5.3,5.6,346.38,0.0
7,5.2,5.6,338.49,0.0
8,5.6,5.6,333.19,0.0
9,5.2,5.7,330.09,0.08
10,5.2,5.7,327.94,0.57
11,5.1,5.7,326.41,0.0
12,5.2,5.7,324.17,0.0
13,5.3,5.8,320.87,0.0
14,3.5,5.8,174.38,0.07
15,0.6,5.8,16.94,0.02
16,0.7,5.8,0.02,0.0
17,0.7,5.8,0.01,0.0
18,0.5,5.8,0.01,0.0
19,0.7,5.8,0.02,0.06
20,0.6,5.8,0.01,0.0
21,0.6,5.8,0.01,0.08
22,0.6,5.8,0.01,1.13
23,0.7,5.8,0.01,0.0
24,0.6,5.8,0.04,0.0
25,0.6,5.8,0.01,0.0
26,1.0,5.8,0.02,0.0
27,0.6,5.8,0.01,3.74
28,0.6,5.8,0.02,0.0
29,0.7,5.8,0.01,0.0
30,0.5,5.8,0.02,0.0
31,0.7,5.8,0.01,0.0
32,0.6,5.8,0.01,0.15
33,0.7,5.8,0.01,0.0
34,0.7,5.7,0.04,0.0
35,0.5,5.7,0.01,0.0
36,0.9,4.4,0.02,9.51
37,0.8,2.9,0.01,1.99
38,0.2,2.9,0.02,0.06
39,0.2,2.9,0.01,0.0
40,0.4,2.9,0.03,0.0
41,0.6,2.9,0.04,0.07
42,0.2,2.9,0.03,0.0
43,0.3,2.9,0.01,0.16
44,0.2,2.9,0.04,0.02
45,0.4,3.0,0.1,5.14
46,0.9,3.0,0.06,7.48
47,0.8,3.1,0.01,4.81
48,0.6,3.2,0.02,0.0
49,0.7,3.3,0.01,0.0
50,0.7,3.4,0.01,0.15
51,0.6,3.5,0.01,0.0
52,0.6,3.6,0.01,0.38
53,1.0,3.7,0.02,0.0
54,0.6,3.8,0.04,0.0
55,0.6,3.9,0.02,0.0
56,0.6,4.0,0.02,0.02
57,0.6,4.1,0.01,0.2
58,0.6,4.2,0.01,0.0
59,0.6,4.3,0.01,0.0
60,0.7,4.4,0.02,0.02
61,0.6,4.5,0.01,0.0
62,0.8,4.6,0.02,0.02
63,0.8,4.8,0.02,0.01
64,0.5,4.9,0.03,0.0
65,0.7,5.0,0.01,0.0
66,0.6,5.1,0.02,0.0
67,0.7,5.2,0.01,0.08
68,0.6,5.3,0.02,0.02
69,0.7,5.4,0.02,0.0
70,0.5,5.5,0.02,0.0
71,4.9,5.6,288.05,0.0
72,5.3,5.6,306.37,0.08
73,5.2,5.6,318.58,0.0
74,5.4,5.6,310.9,0.0
75,5.3,5.7,300.85,0.0
76,5.2,5.7,294.32,0.03
77,5.2,5.7,293.69,0.67
78,5.2,5.7,286.08,0.02
79,5.6,5.7,275.45,0.0
80,5.2,5.8,266.31,0.04
81,1.9,5.8,103.35,0.0
82,0.4,5.8,0.01,0.0
83,0.6,5.8,0.02,0.0
84,0.7,5.8,0.03,0.08
85,0.6,5.8,0.03,0.0
86,0.6,5.8,0.02,0.03
87,0.6,5.8,0.01,0.0
88,0.5,5.8,0.01,0.0
89,0.6,5.8,0.01,0.0
90,0.6,5.8,0.02,0.02
91,0.6,5.8,0.01,0.0
92,0.8,5.8,0.01,0.0
93,0.6,5.8,0.02,0.06
94,0.7,5.8,0.04,0.0
95,0.6,5.8,0.03,0.0
96,0.8,5.8,0.02,0.07
97,0.7,5.8,0.01,0.0
98,0.6,5.8,0.02,0.01
99,0.6,5.8,0.01,0.0
100,0.6,5.8,0.01,0.05
101,0.7,5.6,0.01,0.0
102,0.6,5.6,0.02,10.22
103,1.0,2.9,0.02,3.06
104,1.0,2.9,0.03,0.03
105,0.2,2.9,0.02,0.0
106,0.3,2.9,0.03,0.0
107,0.3,2.9,0.01,0.05
108,0.3,2.9,0.02,0.01
109,0.2,2.9,0.01,0.17
110,0.3,2.9,0.03,0.0
111,0.6,2.9,0.04,0.07
112,0.2,2.9,0.02,0.0
113,0.2,2.9,0.01,4.99
114,0.3,2.9,0.03,0.0
115,0.5,2.9,0.06,0.43
116,0.2,2.9,0.02,0.0
117,0.2,2.9,0.01,0.0
118,0.4,3.0,0.08,4.47
119,0.9,3.0,0.06,8.22
120,0.8,3.1,0.01,0.0
121,0.6,3.2,0.02,0.0
122,0.7,3.3,0.01,0.0
123,0.7,3.4,0.02,0.0
124,0.7,3.5,0.02,0.15
125,0.6,3.6,0.02,1.12
126,0.6,3.7,0.02,0.0
127,1.1,3.8,0.01,0.0
128,0.6,3.9,0.01,0.0
129,0.6,4.0,0.01,0.16
130,0.6,4.1,0.02,0.02
131,0.6,4.2,0.02,0.04
132,1.0,4.3,0.01,0.0
133,0.6,4.4,0.02,0.0
134,0.7,4.5,0.02,0.02
135,0.6,4.6,0.02,0.0
136,0.6,4.7,0.02,0.05
137,0.6,4.8,0.01,0.0
138,0.6,5.0,0.02,0.0
139,0.8,5.1,0.01,0.02
140,0.6,5.2,0.02,0.0
141,0.6,5.3,0.01,0.0
142,0.6,5.4,0.01,0.07
143,1.5,5.5,71.02,0.0
144,5.2,5.6,372.89,0.0
145,5.2,5.6,463.49,0.0
146,5.3,5.7,409.05,0.0
147,5.9,5.7,437.28,0.0
148,5.2,5.8,431.3,0.13
149,5.2,5.9,384.8,0.0
150,5.4,5.9,347.75,0.94
151,5.2,5.9,414.82,0.0
152,5.1,6.0,404.14,0.0
153,5.0,6.0,349.48,0.07
154,2.7,6.1,93.28,0.07
155,0.8,6.1,0.02,0.0
156,0.7,6.1,0.04,0.0
157,0.6,6.1,0.02,0.0
158,0.6,6.1,0.01,0.0
159,0.6,6.1,0.01,0.06
160,0.5,6.1,0.01,0.07
161,0.6,6.1,0.01,0.0
162,0.7,6.1,0.01,0.0
163,0.6,4.3,0.03,0.0
164,0.8,2.9,0.08,8.55
165,0.3,2.9,0.07,0.0
166,0.2,2.9,0.03,0.03
167,0.2,2.9,0.01,0.0
168,0.3,2.9,0.02,0.0
169,0.7,2.9,0.05,0.2
170,0.3,2.9,0.22,0.57
171,1.3,3.0,0.09,12.23
172,0.7,3.1,0.01,0.12
173,0.7,3.2,0.03,0.0
174,0.7,3.3,0.01,0.0
175,0.7,3.4,0.01,0.0
176,0.7,3.5,0.03,0.0
177,0.6,3.6,0.02,0.35
178,0.7,3.7,0.01,0.02
179,0.6,3.8,0.02,0.0
180,0.6,3.9,0.01,0.0
181,0.6,4.0,0.02,0.0
182,0.6,4.1,0.01,0.0
183,1.0,4.2,0.03,0.04
184,0.6,4.3,0.01,0.07
185,0.9,4.4,0.01,0.0
186,0.6,4.5,0.03,0.0
187,0.5,4.6,0.01,0.0
188,0.7,4.7,0.01,0.04
189,0.7,4.8,0.02,0.0
190,0.5,4.9,0.01,4.46
191,0.7,5.1,0.02,0.0
192,0.6,5.2,0.01,0.0
193,0.7,5.3,0.03,0.0
195,0.6,5.4,0.02,0.0
196,0.7,5.5,0.01,0.09
197,4.5,5.6,298.45,0.0
198,5.2,5.6,345.31,0.0
199,5.2,5.6,333.96,0.06
200,4.9,5.6,303.13,0.0
201,5.1,5.7,339.24,0.1
202,5.0,5.7,320.71,0.09
203,5.1,5.7,319.49,0.87
204,5.1,5.7,304.39,0.07
205,5.2,5.8,298.91,0.0
206,5.6,5.8,305.44,0.0
207,3.5,5.8,128.73,0.0
208,0.4,5.8,0.03,0.41
209,0.6,5.8,0.02,0.0
210,0.7,5.8,0.02,0.0
211,0.6,5.8,0.01,0.0
212,0.7,5.8,0.01,0.0
213,0.9,5.8,0.01,0.0
214,0.6,5.8,0.03,0.13
215,0.6,5.8,0.01,0.0
216,0.8,5.8,0.02,0.0
217,0.7,5.8,0.02,0.0
218,0.6,5.8,0.02,0.0
219,0.7,5.8,0.01,0.0
220,0.7,5.8,0.01,0.02
221,0.6,5.8,0.01,0.0
222,0.8,5.8,0.01,0.0
223,0.6,5.8,0.01,0.0
224,0.7,5.8,0.03,0.0
225,0.6,5.8,0.02,0.0
226,0.7,5.8,0.02,0.34
227,0.7,5.6,0.02,0.01
228,0.6,5.6,0.03,7.78
229,0.6,5.1,0.02,0.0
230,0.7,2.9,0.02,1.85
231,0.3,2.9,0.03,0.0
232,0.6,2.9,0.04,0.56
233,0.6,2.9,0.13,4.48
234,1.1,3.0,0.08,8.75
235,0.7,3.1,0.01,0.03
236,0.6,3.2,0.02,0.0
237,1.2,3.3,0.01,0.0
238,0.7,3.4,0.02,0.13
239,0.6,3.5,0.02,0.35
240,0.7,3.6,0.02,0.0
241,0.7,3.7,0.02,0.0
242,0.6,3.8,0.02,4.51
243,0.7,3.9,0.02,0.0
244,0.5,4.0,0.03,0.09
245,0.7,4.1,0.01,0.04
246,0.6,4.2,0.02,0.0
247,0.7,4.3,0.01,0.0
248,1.0,4.4,0.01,0.0
249,0.6,4.5,0.02,0.0
250,0.7,4.6,0.02,0.02
251,0.6,4.7,0.02,0.04
252,0.7,4.8,0.01,0.0
253,0.6,4.9,0.02,0.0
254,0.7,5.0,0.03,0.0
255,0.7,5.1,0.02,0.0
256,0.7,5.3,0.02,0.13
257,0.8,5.4,0.01,0.0
258,1.1,5.5,33.64,0.0
259,4.5,5.5,289.7,0.0
260,4.4,5.6,230.02,0.0
261,5.1,5.6,319.65,0.06
262,5.0,5.6,321.75,0.1
263,5.0,5.6,308.01,0.0
264,5.0,5.7,304.83,0.0
265,5.5,5.7,298.95,0.97
266,5.0,5.7,296.21,0.07
267,5.2,5.7,294.65,0.05
268,5.1,5.7,285.57,0.0
269,3.1,5.8,127.88,0.0
270,0.4,5.8,0.02,0.43
271,0.6,5.8,0.02,0.06
272,0.7,5.8,0.01,0.07
273,0.7,5.8,0.02,0.09
274,0.6,5.8,0.03,0.0
275,0.6,5.8,0.01,0.0
276,0.6,5.8,0.02,0.0
277,0.8,5.8,0.01,0.0
278,0.7,5.8,0.02,0.0
279,0.6,5.8,0.02,0.02
280,0.6,5.8,0.02,0.0
281,0.6,5.8,0.01,0.0
282,0.6,5.8,0.01,0.0
283,0.6,5.8,0.01,0.0
284,0.6,5.8,0.03,0.0
285,0.6,5.8,0.01,0.02
286,0.5,5.8,0.02,0.0
287,0.8,5.8,0.01,0.0
288,0.9,5.8,0.02,0.0
289,0.7,5.6,0.02,0.0
290,0.6,5.6,0.02,9.18
291,0.6,3.9,0.01,0.03
292,0.6,2.9,0.01,1.32
293,0.3,2.9,0.01,0.01
294,0.2,2.9,0.03,0.0
295,0.2,2.9,0.02,0.0
296,0.4,2.9,0.03,0.0
297,0.7,2.9,0.04,0.23
298,0.3,2.9,0.01,0.0
299,0.2,2.9,0.02,0.0
300,0.2,2.9,0.02,0.0
301,0.5,2.9,0.12,5.17
302,1.0,3.0,0.06,8.81
303,0.7,3.1,0.02,4.94
304,0.7,3.2,0.02,0.0
305,0.6,3.3,0.01,0.0
306,0.7,3.4,0.02,0.0
307,0.6,3.5,0.01,0.0
308,0.8,3.6,0.02,0.37
309,0.7,3.7,0.02,0.06
310,0.6,3.8,0.02,0.0
311,0.7,3.9,0.02,0.0
312,0.6,4.0,0.01,0.0
313,0.7,4.1,0.02,0.04
314,0.6,4.2,0.03,0.0
315,0.7,4.3,0.01,0.02
316,0.8,4.4,0.02,0.0
317,0.6,4.5,0.02,0.0
318,1.1,4.6,0.02,0.05
319,0.6,4.7,0.02,0.0
320,0.6,4.8,0.03,0.0
321,0.6,4.9,0.01,0.07
322,0.7,5.0,0.01,0.0
323,0.7,5.1,0.02,0.07
324,0.6,5.2,0.03,0.0
325,0.7,5.3,0.01,0.0
326,2.0,5.4,106.03,0.0
327,5.2,5.5,304.78,0.05
328,5.3,5.6,289.69,0.0
329,5.3,5.6,257.19,0.0
330,5.2,5.6,242.41,0.0
331,5.2,5.7,226.96,0.03
332,5.2,5.7,215.76,0.0
333,5.0,5.7,205.93,0.93
334,5.2,5.8,196.57,0.0
335,5.2,5.8,187.98,0.0
336,4.8,5.8,181.69,0.11
337,4.5,5.9,175.0,0.0
338,3.0,5.9,63.93,0.01
339,2.4,5.9,25.85,0.15
340,0.6,5.9,0.02,0.0
341,0.7,5.9,0.01,0.0
342,1.1,5.9,0.02,0.03
343,0.6,5.9,0.02,0.0
344,0.7,5.9,0.03,0.0
345,0.7,5.9,0.01,0.02
346,0.7,5.7,0.02,0.0
347,0.7,3.0,0.01,11.78
348,0.3,3.0,0.02,0.0
349,0.1,3.0,0.01,0.0
350,0.2,3.0,0.02,0.0
351,0.3,3.0,0.01,0.03
352,0.1,3.0,0.01,0.0
353,0.3,3.0,0.03,0.11
354,0.3,3.0,0.02,0.01
355,0.2,3.0,0.01,0.0
356,0.2,3.0,0.02,0.0
357,0.5,3.0,0.01,0.02
358,0.3,3.0,0.01,0.0
359,0.2,3.0,0.02,0.02
360,0.6,2.9,0.03,0.0
361,0.2,2.9,0.02,0.0
362,0.2,2.9,0.01,0.0
363,0.6,2.9,0.05,0.07
364,0.3,2.9,0.06,0.07
365,0.3,2.9,0.03,0.43
366,0.2,2.9,0.02,0.0
367,0.7,2.9,0.01,0.0
368,0.6,3.0,0.09,6.02
369,1.2,3.0,0.06,12.0
370,0.6,3.1,0.01,0.0
371,0.7,3.2,0.03,0.0
372,0.6,3.3,0.01,0.0
373,0.7,3.4,0.03,0.0
374,0.6,3.5,0.01,0.53
375,0.6,3.6,0.01,0.0
376,0.8,3.7,0.02,0.0
377,0.6,3.9,0.02,0.0
378,0.7,4.0,0.02,0.0
379,0.7,4.1,0.01,0.02
380,0.6,4.2,0.02,0.14
381,0.6,4.3,0.02,0.0
382,0.6,4.4,0.02,0.0
383,0.7,4.5,0.03,0.0
384,0.6,4.6,0.02,0.0
385,0.6,4.7,0.02,0.02
386,0.7,4.8,0.02,0.08
387,0.6,4.9,0.01,0.0
388,0.6,5.0,0.01,0.0
389,0.8,5.1,0.02,0.0
390,0.7,5.2,0.02,0.0
391,0.5,5.3,0.03,0.0
392,0.7,5.4,0.01,0.02
393,1.8,5.5,60.06,0.04
394,5.3,5.6,311.56,0.0
395,5.2,5.6,286.42,0.0
396,5.2,5.6,276.09,0.0
397,5.1,5.6,279.4,0.0
398,5.1,5.7,269.8,0.13
399,5.2,5.7,268.46,0.0
400,5.2,5.7,268.48,1.03
402,5.2,5.7,269.16,0.0
403,5.0,5.7,263.74,0.0
404,5.0,5.7,244.53,0.09
405,0.9,5.7,29.61,0.02
406,0.6,5.7,0.02,0.12
407,0.7,5.7,0.02,0.0
408,0.7,5.7,0.01,0.0
409,0.7,5.7,0.02,0.0
410,0.7,5.7,0.01,0.06
411,0.6,5.7,0.02,0.07
412,0.7,5.7,0.02,0.0
413,0.6,5.7,0.01,0.0
414,0.6,5.7,0.03,0.0
415,0.6,5.7,0.01,0.0
416,0.7,5.7,0.02,0.0
417,0.6,5.7,0.02,0.02
418,0.8,5.7,0.02,0.0
419,0.8,5.7,0.02,0.0
420,0.7,5.7,0.02,0.0
421,0.6,5.7,0.02,0.01
422,0.9,5.7,0.03,0.04
423,0.6,5.7,0.01,0.06
424,0.6,5.7,0.03,0.0
425,0.6,5.7,0.01,0.0
426,0.6,3.3,0.02,10.44
427,0.6,2.9,0.02,1.57
428,0.2,2.9,0.01,0.08
429,0.1,2.9,0.01,0.0
430,0.7,2.9,0.04,0.0
431,0.3,2.9,0.03,0.07
432,0.3,2.9,0.03,0.2
433,0.1,2.9,0.01,0.0
434,0.4,2.9,0.06,0.02
435,1.3,3.0,0.14,10.92
436,0.6,3.1,0.02,8.58
437,0.6,3.2,0.01,0.0
438,0.7,3.3,0.01,0.0
439,0.7,3.3,0.02,0.0
440,0.6,3.4,0.01,0.15
441,0.7,3.6,0.01,0.0
442,0.6,3.6,0.02,0.48
443,0.5,3.7,0.02,0.0
444,0.7,3.8,0.03,0.0
445,0.7,3.9,0.01,0.07
446,0.5,4.0,0.02,0.0
447,0.6,4.2,0.01,0.0
448,0.6,4.3,0.01,0.0
449,0.5,4.3,0.01,0.0
450,0.7,4.4,0.02,0.0
451,1.0,4.6,0.01,0.02
452,0.5,4.7,0.03,0.01
453,0.7,4.8,0.02,0.0
454,0.6,4.9,0.03,0.0
455,0.6,5.0,0.01,0.0
456,0.7,5.1,0.02,0.0
457,0.5,5.2,0.01,0.09
458,0.7,5.3,0.01,0.0
459,0.6,5.4,0.01,0.02
460,0.6,5.5,3.47,0.0
461,5.2,5.6,298.68,0.0
462,5.2,5.6,287.09,0.05
463,5.5,5.6,281.86,0.0
464,5.1,5.6,277.85,0.0
465,5.2,5.6,274.0,0.03
466,5.1,5.6,269.98,0.01
467,5.0,5.7,267.54,0.0
468,5.1,5.7,257.67,0.02
469,4.8,5.7,269.87,0.0
470,5.0,5.7,264.85,0.03
471,2.0,5.7,67.52,0.0
472,0.6,5.7,0.02,0.0
473,0.7,5.7,0.02,0.0
474,0.6,5.7,0.03,0.07
475,0.6,5.7,0.01,0.0
476,0.8,5.7,0.02,0.03
477,1.0,5.7,0.01,0.08
478,0.6,5.7,0.01,0.0
479,0.5,5.7,0.01,0.0
480,0.8,5.7,0.02,0.02
481,0.9,5.7,0.03,0.0
482,0.5,5.7,0.02,0.0
483,0.7,5.7,0.03,0.0
484,0.5,5.7,0.02,0.0
485,0.6,5.7,0.01,0.0
486,0.7,5.7,0.02,0.18
487,0.5,5.7,0.01,0.01
488,1.1,5.7,0.01,0.0
489,0.6,5.7,0.01,0.0
490,0.6,5.7,0.01,0.0
491,0.7,5.7,0.01,0.0
492,0.6,5.7,0.02,10.03
493,0.6,5.7,0.03,0.0
494,0.6,5.7,0.03,0.0
495,0.6,5.7,0.01,0.0
496,0.6,5.7,0.02,0.0
497,0.6,5.7,0.01,0.44
498,0.6,5.7,0.02,0.02
499,0.7,5.7,0.01,0.0
500,0.6,5.2,0.02,0.0
501,0.7,3.0,0.01,2.29
502,0.6,2.9,0.02,0.0
503,0.6,2.9,0.03,5.19
504,0.2,2.9,0.03,0.09
505,0.2,2.9,0.02,0.0
506,0.3,2.9,0.02,0.0
507,0.7,2.9,0.01,0.12
508,0.2,2.9,0.01,0.0
509,0.3,2.9,0.03,0.0
510,0.5,2.9,0.04,0.1
511,0.4,3.0,0.11,4.46
512,1.1,3.0,0.07,8.91
513,0.7,3.1,0.03,0.14
514,0.7,3.2,0.02,0.0
515,0.6,3.3,0.01,0.0
516,0.6,3.4,0.02,0.13
517,0.8,3.5,0.01,0.0
518,0.6,3.6,0.01,0.51
519,0.6,3.7,0.01,0.0
520,0.6,3.8,0.01,0.0
521,0.7,3.9,0.01,0.0
522,0.7,4.0,0.09,0.02
523,0.6,4.1,0.03,0.01
524,0.6,4.2,0.03,0.0
525,0.6,4.3,0.01,0.0
526,0.8,4.4,0.02,0.0
527,0.6,4.5,0.01,0.0
528,0.6,4.6,0.02,0.21
529,0.6,4.7,0.01,0.0
530,0.6,4.8,0.02,0.0
531,0.6,4.9,0.01,0.0
532,1.1,5.0,0.01,0.0
533,0.6,5.1,0.02,0.02
534,0.6,5.2,0.04,0.05
535,0.7,5.3,0.02,0.0
536,1.3,5.4,66.21,0.0
537,4.7,5.5,314.58,0.0
538,3.9,5.6,290.06,0.0
539,3.6,5.6,210.29,0.0
540,3.5,5.7,201.19,0.02
541,3.4,5.7,200.16,0.03
542,3.5,5.7,197.04,0.0
543,3.5,5.8,191.62,1.04
544,3.5,5.8,201.24,0.0
545,3.5,5.8,196.08,0.0
546,3.5,5.9,192.17,0.17
547,3.6,5.9,186.44,0.0
548,0.8,5.9,22.85,0.11
549,0.6,5.9,0.01,0.0
550,0.6,5.9,0.01,0.0
551,0.7,5.9,0.02,0.0
552,0.7,5.9,0.01,0.11
553,0.8,5.9,0.03,0.02
554,0.6,5.9,0.02,0.0
555,0.6,5.9,0.01,0.0
556,0.6,4.5,0.02,0.0
557,0.5,3.0,0.01,7.5
558,0.6,3.0,0.02,0.03
559,0.4,3.0,0.01,0.0
560,0.2,3.0,0.02,0.0
561,0.2,3.0,0.01,0.0
562,0.3,3.0,0.01,0.05
563,0.3,3.0,0.03,0.11
564,0.3,3.0,0.06,0.07
565,0.2,3.0,0.02,0.0
566,0.2,3.0,0.02,0.0
567,0.2,3.0,0.01,0.0
568,0.2,3.0,0.01,0.0
569,0.6,2.9,0.02,0.0
570,0.2,2.9,0.01,0.02
571,0.3,2.9,0.02,0.0
572,0.3,2.9,0.01,0.0
573,0.3,2.9,0.03,0.0
574,0.3,2.9,0.01,0.0
575,0.2,2.9,0.02,0.07
576,0.5,2.9,0.02,0.07
577,0.3,2.9,0.01,0.0
578,0.2,2.9,0.01,0.0
579,0.2,2.9,0.01,4.46
580,0.2,2.9,0.01,0.0
581,0.3,2.9,0.01,0.0
582,0.3,2.9,0.01,0.06
583,0.8,2.9,0.03,0.0
584,0.2,2.9,0.02,0.1
585,0.2,2.9,0.02,0.0
586,0.2,2.9,0.02,0.0
587,0.1,2.9,0.01,1.03
588,0.3,2.9,0.02,0.02
589,0.2,2.9,0.02,0.02
591,0.1,2.9,0.02,0.0
592,0.2,2.9,0.01,0.0
593,0.2,2.9,0.01,0.0
594,0.3,2.9,0.03,0.17
595,0.2,2.9,0.02,0.05
596,0.2,2.9,0.02,0.0
597,0.2,2.9,0.02,0.0
598,0.2,2.9,0.01,0.0
599,0.3,2.9,0.01,0.0
600,0.5,2.9,0.06,0.07
601,0.7,3.0,0.11,3.15
602,1.0,3.0,0.08,9.41
603,0.7,3.1,0.01,0.03
604,0.7,3.2,0.03,0.0
605,0.6,3.3,0.01,0.0
606,0.6,3.4,0.03,0.0
607,0.6,3.5,0.01,0.15
608,1.1,3.6,0.01,0.39
609,0.5,3.7,0.01,0.0
610,0.7,3.8,0.02,0.0
611,0.6,3.9,0.01,0.01
612,0.8,4.0,0.02,0.0
613,0.6,4.1,0.01,0.02
614,1.0,4.2,0.03,0.0
615,0.7,4.3,0.02,0.0
616,0.6,4.4,0.03,0.0
617,0.9,4.5,0.01,0.0
618,0.7,4.6,0.01,0.0
619,0.6,4.8,0.02,0.02
620,0.7,4.9,0.02,0.02
621,0.6,5.0,0.01,0.05
622,0.6,5.1,0.01,0.0
623,0.8,5.2,0.01,0.0
624,0.7,5.3,0.03,0.0
625,0.5,5.4,0.01,0.07
626,0.7,5.5,0.02,0.0
627,3.0,5.6,203.72,0.0
628,5.2,5.6,344.04,0.01
