Time,CPU_util,Mem_util,Net_util,Disk_util
629,5.3,5.6,320.06,0.0
630,5.2,5.7,307.21,0.0
631,5.3,5.7,294.51,0.02
632,5.1,5.8,281.43,0.03
633,5.2,5.8,280.37,0.66
634,5.1,5.8,282.59,0.0
635,5.1,5.9,274.51,0.0
636,5.1,5.9,277.02,0.0
637,3.5,5.9,164.68,0.18
638,0.4,6.0,0.01,0.0
639,0.6,6.0,0.02,0.0
640,0.6,6.0,0.02,0.0
641,0.6,6.0,0.01,0.0
642,0.6,6.0,0.01,0.03
643,0.6,6.0,0.01,0.07
644,0.7,6.0,0.03,0.0
645,0.6,5.9,0.01,0.0
646,0.7,5.9,0.02,0.01
647,0.6,5.9,0.01,0.0
648,0.5,5.9,0.01,0.0
649,0.8,5.9,0.02,0.04
650,0.6,5.9,0.02,0.0
651,0.6,5.9,0.01,0.15
652,0.6,5.9,0.01,0.0
653,0.6,5.9,0.01,0.0
654,0.7,5.9,0.03,0.0
655,0.7,5.9,0.02,0.02
656,0.6,5.9,0.02,0.0
657,0.9,5.9,0.01,0.0
658,0.6,5.9,0.01,8.34
659,0.6,5.9,0.02,0.0
660,0.6,5.9,0.02,0.0
661,0.6,4.9,0.02,0.12
662,1.0,2.9,0.01,1.94
663,0.2,2.9,0.02,0.0
664,0.3,2.9,0.03,0.0
665,0.6,2.9,0.01,0.0
666,0.3,2.9,0.02,0.0
667,0.3,2.9,0.02,0.2
668,0.6,2.9,0.04,0.0
669,0.3,2.9,0.06,0.07
670,0.2,2.9,0.03,0.33
671,0.2,2.9,0.02,0.0
672,0.2,2.9,0.02,4.64
673,1.1,3.0,0.13,9.72
674,0.8,3.1,0.03,2.66
675,0.8,3.2,0.01,0.0
676,0.7,3.3,0.02,0.0
677,0.6,3.4,0.01,0.02
678,0.7,3.5,0.02,0.0
679,0.7,3.6,0.02,0.52
680,0.6,3.7,0.02,0.0
681,0.6,3.8,0.02,0.0
682,0.7,3.9,0.01,0.0
683,0.6,4.0,0.01,0.0
684,0.7,4.1,0.03,0.0
685,0.6,4.2,0.02,0.07
686,0.8,4.3,0.02,0.0
687,0.6,4.4,0.01,0.15
688,0.5,4.5,0.01,0.0
689,0.6,4.6,0.01,0.0
690,0.5,4.7,0.02,0.0
691,1.1,4.8,0.01,0.02
692,0.6,4.9,0.01,0.0
693,0.7,5.0,0.02,0.0
694,0.5,5.1,0.02,0.01
695,0.7,5.2,0.01,0.0
696,0.6,5.3,0.02,0.0
697,0.7,5.4,0.02,0.07
698,2.3,5.5,116.83,0.0
699,5.3,5.6,332.83,0.0
700,5.1,5.6,297.32,0.0
701,5.2,5.6,285.29,0.0
702,5.3,5.7,276.83,0.0
703,5.2,5.7,264.5,0.06
704,5.0,5.7,257.47,0.7
705,5.2,5.7,253.73,0.0
706,5.1,5.8,252.73,0.0
707,5.0,5.8,247.69,0.01
708,4.9,5.8,231.51,0.07
709,0.6,5.8,13.62,0.02
710,0.6,5.8,0.02,0.0
711,0.7,5.8,0.02,0.0
712,0.6,5.8,0.01,0.0
713,0.6,5.8,0.01,0.03
714,0.6,5.8,0.03,0.0
715,0.7,5.8,0.02,0.06
716,0.9,4.2,0.02,0.0
717,0.8,3.0,0.01,11.39
718,0.2,3.0,0.01,0.0
719,0.3,3.0,0.02,0.0
720,0.2,3.0,0.02,0.0
721,0.1,3.0,0.01,0.03
722,0.3,3.0,0.02,0.11
723,0.3,3.0,0.02,0.06
724,0.2,3.0,0.02,0.0
725,0.3,3.0,0.01,0.0
726,0.3,3.0,0.02,0.09
727,0.3,3.0,0.01,0.07
728,0.6,3.0,0.02,0.0
729,0.2,3.0,0.01,0.0
730,0.3,3.0,0.02,0.0
731,0.1,3.0,0.01,0.0
732,0.6,2.9,0.03,0.03
733,0.4,2.9,0.02,0.02
734,0.2,2.9,0.02,0.0
735,0.3,2.9,0.01,0.0
736,0.6,2.9,0.03,0.0
737,0.4,2.9,0.04,0.07
738,0.2,2.9,0.02,0.12
739,0.3,2.9,0.02,0.04
740,0.2,2.9,0.04,0.0
741,0.9,3.0,0.13,9.57
742,0.9,3.0,0.04,4.6
743,0.7,3.1,0.03,4.83
744,1.1,3.2,0.02,0.0
745,0.6,3.3,0.02,0.16
746,0.7,3.4,0.02,0.0
747,0.6,3.5,0.01,0.35
748,0.6,3.6,0.01,0.02
749,0.6,3.7,0.02,0.0
750,0.6,3.8,0.01,0.0
751,0.6,3.9,0.01,0.05
752,0.7,4.0,0.02,0.0
753,0.7,4.1,0.03,0.0
754,0.6,4.2,0.01,0.0
755,0.7,4.3,0.01,0.0
756,0.6,4.4,0.02,0.0
757,0.7,4.5,0.01,0.07
758,0.6,4.6,0.02,0.16
759,0.6,4.8,0.01,0.06
760,0.6,4.9,0.01,0.0
761,0.5,5.0,0.01,0.0
762,0.7,5.1,0.01,0.0
763,0.6,5.2,0.03,0.02
764,0.7,5.3,0.08,0.0
765,0.7,5.4,0.08,0.0
766,0.8,5.5,12.65,0.0
767,5.3,5.6,324.71,0.0
768,5.6,5.6,295.77,0.0
769,5.1,5.6,285.75,0.03
770,5.1,5.6,288.1,0.0
771,5.1,5.7,277.02,0.03
772,5.0,5.7,277.72,0.7
773,5.1,5.7,264.91,0.0
774,5.0,5.7,266.33,0.02
775,5.1,5.7,255.18,0.0
776,5.1,5.8,247.34,0.04
777,2.9,5.8,122.5,0.0
778,0.6,5.8,0.01,0.0
779,0.7,5.8,0.02,0.0
780,0.6,5.8,0.02,0.06
781,0.6,5.8,0.01,0.0
782,0.7,5.8,0.01,0.03
783,0.6,5.8,0.04,0.0
784,0.6,5.8,0.01,0.0
785,0.6,5.8,0.02,0.0
786,0.8,5.8,0.02,0.07
788,0.6,5.8,0.02,0.0
789,0.7,5.8,0.01,0.02
790,0.6,5.8,0.02,0.0
791,0.6,5.8,0.02,0.06
792,0.6,5.8,0.02,0.0
793,0.6,5.8,0.01,0.06
794,0.7,5.8,0.03,0.0
795,0.7,5.8,0.02,0.06
796,0.6,5.8,0.02,0.0
797,1.1,5.8,0.01,0.04
798,0.6,5.8,0.01,0.0
799,0.6,5.8,0.01,9.52
800,0.7,5.8,0.02,0.0
801,0.7,5.8,0.02,0.0
802,0.5,5.8,0.01,0.0
803,0.6,5.8,0.01,0.0
804,0.7,5.8,0.04,0.42
805,0.5,5.8,0.02,0.08
806,1.0,5.6,0.02,0.0
807,0.7,5.5,0.01,0.0
808,0.6,5.5,0.01,0.0
809,0.6,3.0,0.02,1.3
810,0.3,2.9,0.02,5.11
811,0.2,2.9,0.01,0.0
812,0.4,2.9,0.01,0.0
813,0.3,2.9,0.01,0.0
814,0.2,2.9,0.04,0.0
815,0.3,2.9,0.01,0.13
816,0.3,2.9,0.02,0.07
817,0.2,2.9,0.02,0.0
818,0.4,2.9,0.01,0.0
819,0.2,2.9,0.01,0.0
820,0.2,2.9,0.02,0.0
821,0.2,2.9,0.01,0.0
822,0.2,2.9,0.01,0.02
823,0.2,2.9,0.01,0.0
824,0.3,2.9,0.03,0.0
825,0.3,2.9,0.01,0.0
826,0.2,2.9,0.02,0.0
827,0.3,2.9,0.01,0.0
828,0.5,2.9,0.01,0.02
829,0.6,2.9,0.01,0.0
830,0.2,2.9,0.02,0.0
831,0.2,2.9,0.02,0.07
832,0.2,2.9,0.01,0.0
833,0.2,2.9,0.02,0.0
834,0.2,2.9,0.04,0.02
835,0.2,2.9,0.01,0.05
836,0.2,2.9,0.02,0.01
837,0.2,2.9,0.01,0.0
838,0.2,2.9,0.01,0.0
839,0.2,2.9,0.01,0.05
840,0.3,2.9,0.02,1.18
841,0.2,2.9,0.01,0.02
842,0.3,2.9,0.01,0.0
843,0.2,2.9,0.02,0.0
844,0.2,2.9,0.04,0.0
845,0.5,2.9,0.04,0.09
846,0.3,2.9,0.05,0.16
847,0.3,2.9,0.02,0.0
848,0.8,2.9,0.01,0.0
849,0.2,2.9,0.02,0.0
850,1.0,3.0,0.14,12.36
851,0.6,3.1,0.01,0.0
852,0.8,3.2,0.02,0.11
853,0.7,3.3,0.01,0.0
854,0.6,3.4,0.02,0.0
855,0.6,3.5,0.02,0.0
856,0.6,3.6,0.02,0.43
857,0.7,3.7,0.01,0.0
858,1.0,3.8,0.02,0.02
859,0.6,3.9,0.01,0.0
860,0.6,4.0,0.01,0.0
861,0.6,4.1,0.02,0.0
862,0.6,4.2,0.01,0.0
863,0.6,4.3,0.02,0.0
864,0.7,4.4,0.03,0.07
865,0.6,4.5,0.05,0.0
866,0.8,4.6,0.02,0.13
867,0.7,4.7,0.01,0.0
868,0.7,4.8,0.01,0.0
869,0.6,4.9,0.01,0.0
870,0.6,5.0,0.02,0.02
871,0.6,5.1,0.01,0.01
872,0.7,5.3,0.01,0.0
873,0.6,5.4,0.02,0.0
874,0.7,5.5,0.02,0.0
875,3.3,5.6,209.72,0.0
876,5.2,5.6,279.3,0.07
877,5.2,5.6,274.22,0.0
878,5.2,5.6,262.22,0.0
879,5.3,5.7,253.09,0.0
880,5.0,5.7,249.1,0.03
881,5.1,5.7,248.6,0.69
882,5.5,5.7,243.68,0.02
883,5.0,5.7,238.82,0.0
884,5.1,5.8,237.25,0.0
885,4.3,5.8,192.63,0.03
886,0.5,5.8,1.58,0.12
887,0.8,5.8,0.01,0.0
888,0.6,5.8,0.02,0.07
889,0.7,5.8,0.01,0.0
890,0.6,5.8,0.02,0.0
891,0.6,5.8,0.01,0.08
892,0.7,5.8,0.01,0.0
893,0.6,5.8,0.02,0.0
894,0.7,5.8,0.03,0.02
895,0.6,5.8,0.02,0.0
896,0.6,5.8,0.02,0.44
897,0.6,5.8,0.01,0.0
898,0.7,5.8,0.01,0.0
899,0.7,5.8,0.02,0.0
900,0.6,5.8,0.01,0.02
901,0.6,5.8,0.01,0.0
902,0.6,5.8,0.02,0.07
903,0.6,5.8,0.02,0.0
904,0.6,5.8,0.02,0.0
905,0.7,5.7,0.01,0.0
906,0.6,5.7,0.03,0.07
907,0.6,3.0,0.01,10.85
908,0.6,2.9,0.02,0.03
909,0.7,2.9,0.01,0.0
910,0.3,2.9,0.01,0.0
911,0.2,2.9,0.01,0.0
912,0.2,2.9,0.02,0.03
913,0.2,2.9,0.01,0.11
914,0.3,2.9,0.03,0.0
915,0.2,2.9,0.01,0.0
916,0.3,2.9,0.03,0.0
917,0.3,2.9,0.01,5.21
918,0.2,2.9,0.01,0.07
919,0.3,2.9,0.01,0.06
920,0.2,2.9,0.02,0.0
921,0.2,2.9,0.01,0.0
922,0.3,2.9,0.02,0.0
923,0.4,2.9,0.01,0.0
924,0.4,2.9,0.04,0.08
925,0.3,2.9,0.02,0.0
926,0.2,2.9,0.04,0.0
927,0.2,2.9,0.01,0.0
928,0.2,2.9,0.01,0.1
929,0.4,2.9,0.02,0.0
930,0.5,2.9,0.05,0.11
931,0.3,2.9,0.01,0.0
932,0.1,2.9,0.02,0.0
933,0.4,2.9,0.02,0.02
934,0.7,2.9,0.12,1.24
935,1.5,3.0,0.07,12.35
936,0.7,3.1,0.03,0.19
937,0.6,3.2,0.02,0.0
938,0.6,3.3,0.01,0.18
939,0.7,3.4,0.01,0.0
940,0.7,3.5,0.01,0.0
941,0.7,3.6,0.01,0.39
942,0.6,3.7,0.01,0.05
943,0.7,3.8,0.03,0.0
944,0.8,3.9,0.01,0.0
945,0.6,4.0,0.01,0.0
946,0.7,4.1,0.02,0.0
947,0.6,4.2,0.02,0.0
948,0.6,4.3,0.01,0.02
949,0.8,4.4,0.02,0.0
950,0.6,4.5,0.01,0.0
951,0.6,4.6,0.01,0.0
952,0.7,4.7,0.01,0.0
953,0.7,4.8,0.03,0.0
954,0.6,5.0,0.02,0.02
955,0.7,5.1,0.01,0.0
956,0.8,5.2,0.02,0.0
957,0.6,5.3,0.02,0.0
958,0.7,5.4,0.01,0.0
959,0.6,5.5,0.02,0.02
960,3.7,5.6,209.88,0.02
961,5.5,5.6,302.94,0.0
962,5.0,5.6,297.68,0.0
963,5.2,5.6,287.62,0.0
964,5.2,5.6,286.1,0.0
965,5.1,5.6,278.53,0.03
966,5.2,5.7,276.94,0.88
967,5.1,5.7,274.38,0.0
968,5.7,5.7,265.98,0.01
969,5.0,5.7,264.93,0.0
970,3.3,5.7,144.61,0.05
971,0.3,5.7,0.01,0.38
972,0.6,5.7,0.02,0.06
973,0.7,5.7,0.03,0.07
974,0.5,5.7,0.01,0.0
975,0.7,5.7,0.02,0.03
976,0.7,5.7,0.02,0.0
977,0.6,5.7,0.02,0.0
978,0.7,5.7,0.02,0.02
979,0.7,5.7,0.01,0.0
980,0.7,5.7,0.02,0.0
982,0.6,5.7,0.01,0.04
983,0.6,5.7,0.01,0.0
984,0.6,5.7,0.03,0.0
985,0.7,5.7,0.02,0.07
986,0.9,5.7,0.02,0.0
987,0.6,5.7,0.02,0.0
988,0.6,5.7,0.02,0.0
989,0.7,5.7,0.01,0.0
990,0.5,5.7,0.02,0.0
991,0.7,5.7,0.01,0.02
992,0.6,5.1,0.01,9.57
993,0.5,3.0,0.01,1.24
994,0.8,2.9,0.04,0.03
995,0.3,2.9,0.01,0.0
996,0.2,2.9,0.02,0.0
997,0.6,2.9,0.06,0.15
998,0.3,2.9,0.04,0.16
999,0.2,2.9,0.02,0.0
1000,0.2,2.9,0.02,0.01
1001,0.5,3.0,0.09,1.13
1002,1.0,3.0,0.08,12.9
1003,0.7,3.1,0.01,0.12
1004,0.6,3.2,0.03,0.0
1005,0.6,3.3,0.02,5.21
1006,0.7,3.4,0.02,0.0
1007,0.6,3.5,0.01,0.0
1008,0.6,3.6,0.01,0.34
1009,0.6,3.7,0.02,0.06
1010,0.8,3.8,0.02,0.14
1011,1.3,3.9,0.01,0.0
1012,0.6,4.0,0.01,0.0
1013,0.6,4.1,0.01,0.0
1014,0.6,4.2,0.05,0.0
1015,0.7,4.3,0.01,0.02
1016,0.5,4.4,0.02,0.0
1017,0.7,4.5,0.01,0.0
1018,0.6,4.6,0.01,0.0
1019,0.7,4.7,0.02,0.0
1020,0.7,4.8,0.02,0.02
1021,0.6,4.9,0.01,0.02
1022,0.7,5.0,0.01,0.0
1023,0.7,5.1,0.01,0.0
1024,0.6,5.2,0.03,0.0
1025,0.8,5.3,0.02,0.02
1026,0.9,5.4,7.77,1.37
1027,5.3,5.5,306.3,0.08
1028,4.9,5.6,318.04,0.0
1029,5.1,5.6,281.33,0.0
1030,5.1,5.6,282.2,0.0
1031,5.2,5.6,279.07,0.05
1032,5.0,5.6,273.52,0.0
1033,5.0,5.7,258.73,0.26
1034,4.9,5.7,272.16,0.0
1035,5.2,5.7,276.0,0.01
1036,4.9,5.7,278.37,0.03
1037,4.1,5.7,142.72,0.0
1038,1.9,5.7,79.0,0.0
1039,0.4,5.7,0.01,0.02
1040,1.0,5.7,0.02,0.0
1041,0.6,5.7,0.02,0.0
1042,0.6,5.7,0.01,0.03
1043,0.6,5.7,0.01,0.0
1044,0.6,5.7,0.03,0.08
1045,0.7,5.7,0.01,0.0
1046,0.6,5.7,0.02,0.07
1047,0.7,5.7,0.01,0.0
1048,0.7,5.7,0.02,0.0
1049,0.6,5.7,0.01,0.0
1050,0.6,5.7,0.03,0.02
1051,0.7,5.7,0.02,0.0
1052,0.7,5.7,0.02,0.07
1053,0.7,5.7,0.02,0.0
1054,0.7,5.7,0.02,0.0
1055,0.5,5.7,0.02,0.0
1056,0.8,5.7,0.02,0.07
1057,0.6,5.7,0.01,0.0
1058,0.7,5.5,0.01,10.17
1059,0.6,5.0,0.01,0.0
1060,1.0,2.9,0.04,1.81
1061,0.2,2.9,0.01,0.0
1062,0.4,2.9,0.01,0.03
1063,0.2,2.9,0.01,0.0
1064,0.6,2.9,0.03,0.0
1065,0.3,2.9,0.13,0.06
1066,0.1,2.9,0.02,0.13
1067,0.3,2.9,0.01,0.0
1068,0.2,2.9,0.01,0.02
1069,0.2,2.9,0.01,0.0
1070,0.2,2.9,0.09,0.0
1071,0.3,2.9,0.07,5.4
1072,0.4,2.9,0.01,0.0
1073,0.2,2.9,0.02,0.0
1074,0.6,2.9,0.08,0.13
1075,0.3,3.0,0.1,0.61
1076,1.2,3.0,0.09,13.52
1077,0.7,3.1,0.01,0.0
1078,0.7,3.2,0.01,0.0
1079,0.6,3.3,0.02,0.0
1080,0.7,3.4,0.02,0.12
1081,0.6,3.5,0.01,0.13
1082,0.9,3.6,0.01,0.37
1083,0.6,3.7,0.02,0.0
1084,0.7,3.8,0.02,0.0
1085,0.6,3.9,0.01,0.0
1086,0.7,4.0,0.02,0.07
1087,0.6,4.1,0.01,0.0
1088,1.0,4.2,0.01,0.0
1089,0.7,4.3,0.01,0.05
1090,0.6,4.4,0.02,0.0
1091,0.9,4.5,0.02,0.02
1092,0.7,4.6,0.02,0.05
1093,0.7,4.7,0.01,0.0
1094,0.7,4.8,0.03,0.0
1095,0.6,4.9,0.01,0.0
1096,0.6,5.0,0.02,0.0
1097,0.7,5.1,0.01,0.02
1098,0.6,5.2,0.01,0.04
1099,0.7,5.3,0.01,0.02
1100,0.7,5.4,0.02,0.0
1101,3.4,5.5,209.79,0.0
1102,2.7,5.6,220.36,0.0
1103,2.5,5.6,179.15,0.0
1104,2.4,5.6,192.82,0.07
1105,2.9,5.6,180.99,0.06
1106,2.4,5.7,162.83,0.0
1107,2.3,5.7,157.9,0.26
1108,2.5,5.7,180.44,0.0
1109,2.4,5.7,178.16,0.0
1110,2.6,5.7,179.83,0.07
1111,2.2,5.8,163.22,0.0
1112,0.8,5.8,37.0,0.0
1113,0.6,5.8,0.02,0.0
1114,0.7,5.8,0.02,0.0
1115,0.6,5.8,0.01,0.0
1116,0.7,5.8,0.02,0.12
1117,0.8,5.8,0.02,0.13
1118,0.5,5.8,0.01,0.0
1119,0.7,5.8,0.01,0.0
1120,0.6,5.8,0.01,0.0
1121,0.6,5.8,0.02,0.0
1122,0.6,5.8,0.01,0.1
1123,1.1,5.8,0.02,0.0
1124,0.7,5.8,0.02,0.0
1125,0.5,5.8,0.01,0.0
1126,0.7,5.8,0.02,0.0
1127,0.5,5.8,0.01,0.0
1128,0.7,5.8,0.02,0.02
1129,0.8,5.8,0.02,0.0
1130,0.6,5.8,0.01,0.0
1131,0.6,5.6,0.02,0.0
1132,0.6,5.6,0.01,1.78
1133,0.8,4.7,0.03,0.0
1134,0.8,2.9,0.02,1.57
1135,0.2,2.9,0.02,0.0
1136,0.2,2.9,0.02,0.0
1137,0.2,2.9,0.01,0.0
1138,0.3,2.9,0.02,0.0
1139,0.3,2.9,0.02,0.0
1140,0.2,2.9,0.01,0.15
1141,0.3,2.9,0.02,0.0
1142,0.2,2.9,0.01,4.81
1143,0.3,2.9,0.03,0.0
1144,0.2,2.9,0.01,0.0
1145,0.2,2.9,0.01,0.0
1146,0.9,2.9,0.05,0.1
1147,0.2,2.9,0.06,0.37
1148,1.5,3.0,0.14,10.78
1149,0.6,3.1,0.02,3.0
1150,0.6,3.2,0.01,0.0
1151,0.7,3.3,0.01,0.0
1152,0.8,3.4,0.03,0.13
1153,0.9,3.5,0.03,0.15
1154,0.7,3.6,0.02,0.35
1155,0.6,3.6,0.01,0.0
1156,0.7,3.7,0.02,0.0
1157,0.6,3.8,0.02,0.0
1158,0.8,3.9,0.02,0.02
1159,0.6,4.1,0.01,0.0
1160,0.7,4.2,0.01,0.08
1161,0.6,4.3,0.01,0.0
1162,0.7,4.3,0.02,0.0
1163,0.8,4.4,0.03,0.02
1164,0.7,4.5,0.02,0.09
1165,1.0,4.6,0.01,0.0
1166,0.6,4.7,0.02,0.0
1167,0.7,4.8,0.01,0.0
1168,0.6,4.9,0.02,0.0
1169,0.7,5.0,0.02,0.0
1170,0.6,5.2,0.01,0.02
1171,0.7,5.3,0.01,0.0
1172,0.7,5.4,0.05,0.0
1173,3.4,5.5,150.58,0.04
1174,4.4,5.6,277.04,0.0
1175,3.9,5.6,229.31,0.0
1176,4.3,5.6,267.69,0.07
1178,3.7,5.6,214.67,0.0
1179,2.9,5.6,193.29,0.06
1180,3.0,5.6,191.57,0.85
1181,3.3,5.6,197.03,0.0
1182,2.7,5.6,169.77,0.0
1183,3.2,5.7,196.33,0.02
1184,3.0,5.7,186.52,0.07
1185,2.9,5.7,158.58,0.01
1186,0.5,5.7,4.74,0.0
1187,0.6,5.7,0.02,0.0
1188,0.7,5.7,0.02,0.0
1189,0.6,5.7,0.02,0.2
1190,0.7,5.7,0.01,0.12
1191,0.6,5.7,0.01,0.0
1192,0.6,5.7,0.01,0.0
1193,0.6,5.7,0.02,0.0
1194,0.7,5.7,0.03,0.0
1195,0.7,5.7,0.02,0.02
1196,0.6,5.7,0.02,0.04
1197,0.6,5.7,0.01,0.0
1198,0.6,5.7,0.01,0.0
1199,0.6,5.7,0.02,0.01
1200,0.7,5.7,0.02,0.0
1201,0.6,5.7,0.01,0.02
1202,0.7,5.7,0.01,0.0
1203,0.7,5.7,0.01,0.0
1204,1.0,5.7,0.04,0.0
1205,0.7,5.6,0.01,0.0
1206,0.6,5.6,0.02,2.82
1207,0.7,3.4,0.02,0.07
1208,1.1,2.9,0.01,1.68
1209,0.1,2.9,0.02,0.0
1210,0.2,2.9,0.02,0.0
1211,0.2,2.9,0.01,0.0
1212,0.2,2.9,0.02,0.0
1213,0.3,2.9,0.01,0.14
1214,0.2,2.9,0.04,0.0
1215,0.5,2.9,0.03,0.0
1216,0.5,2.9,0.05,0.07
1217,0.2,2.9,0.01,0.0
1218,0.2,2.9,0.02,0.0
1219,0.3,2.9,0.02,0.13
1220,0.6,3.0,0.12,12.32
1221,1.2,3.0,0.06,7.95
1222,0.6,3.1,0.01,0.0
1223,0.6,3.2,0.01,0.0
1224,0.5,3.3,0.04,0.0
1225,0.7,3.4,0.01,0.31
1226,0.6,3.6,0.02,0.37
1227,1.1,3.6,0.01,0.0
1228,0.7,3.7,0.01,0.0
1229,0.6,3.9,0.01,0.0
1230,0.6,4.0,0.02,0.01
1231,0.7,4.1,0.01,0.02
1232,0.6,4.2,0.01,0.0
1233,0.6,4.3,0.01,0.0
1234,0.6,4.4,0.03,0.0
1235,0.8,4.5,0.02,0.0
1236,0.6,4.6,0.02,0.0
1237,0.5,4.7,0.02,0.07
1238,0.6,4.8,0.01,0.0
1239,0.6,4.9,0.02,0.06
1240,0.8,5.0,0.02,0.02
1241,0.7,5.1,0.01,0.0
1242,0.5,5.2,0.01,0.0
1243,0.6,5.3,0.01,0.05
1244,0.6,5.4,0.03,0.0
1245,1.7,5.5,66.08,0.0
